# duration_ms,left,right
1656.0,0,0
177.0,1,0
717.0,0,0
183.0,1,0
763.0,0,0
170.0,1,0
1647.0,0,0
154.0,1,0
158.0,0,0
175.0,1,0
3767.0,0,0
5833.0,0,0
