# duration_ms,left,right
5617.0,0,0
9404.0,0,0
163.0,1,0
308.0,0,0
159.0,1,0
728.0,0,0
152.0,1,0
352.0,0,0
167.0,1,0
1807.0,0,0
160.0,1,0
247.0,0,0
154.0,1,0
131.0,0,0
169.0,1,0
2204.0,0,0
162.0,1,0
995.0,0,0
160.0,1,0
