# duration_ms,left,right
1182.0,0,0
161.0,0,1
1863.0,0,0
20.0,1,0
1756.0,1,1
187.0,0,1
400.0,0,0
1303.0,0,1
340.0,0,0
1162.0,1,1
120.0,1,0
280.0,0,0
1442.0,1,0
1.0,0,0
19.0,0,1
1214.0,1,1
49.0,0,1
1451.0,0,0
3650.0,0,0
