# duration_ms,left,right
5567.0,0,0
167.0,1,0
143.0,0,0
156.0,1,0
766.0,0,0
167.0,1,0
956.0,0,0
178.0,1,0
1779.0,0,0
154.0,1,0
5233.0,0,0
7950.0,0,0
9434.0,0,0
