# duration_ms,left,right
1353.0,0,0
180.0,1,0
334.0,0,0
155.0,1,0
264.0,0,0
180.0,1,0
3209.0,0,0
158.0,1,0
373.0,0,0
151.0,1,0
2470.0,0,0
173.0,1,0
2085.0,0,0
181.0,1,0
470.0,0,0
163.0,1,0
11151.0,0,0
