# duration_ms,left,right
300.0,0,0
100.0,1,0
1600.0,0,0
100.0,1,1
1500.0,0,0
200.0,0,1
5200.0,0,0
100.0,1,0
200.0,1,1
100.0,1,0
100.0,1,1
100.0,0,0
100.0,1,1
200.0,0,0
200.0,1,1
300.0,0,0
100.0,1,1
100.0,0,0
100.0,1,1
200.0,0,0
100.0,0,1
100.0,0,0
100.0,1,1
100.0,0,0
100.0,1,1
100.0,0,0
500.0,1,0
200.0,0,0
300.0,1,0
100.0,1,1
100.0,0,0
300.0,1,1
200.0,0,0
100.0,1,1
200.0,0,0
100.0,0,1
100.0,1,1
100.0,0,0
100.0,0,1
0.0,0,0
0.0,0,0
