# duration_ms,left,right
11145.0,0,0
61.0,1,0
2070.0,1,1
108.0,0,1
48.0,1,1
360.0,1,0
385.0,1,1
588.0,1,0
1086.0,0,0
6.0,1,0
2364.0,1,1
4500.0,0,0
7055.0,0,0
151.0,0,1
467.0,0,0
156.0,0,1
174.0,0,0
205.0,0,1
449.0,0,0
153.0,0,1
743.0,0,0
156.0,0,1
3445.0,0,0
156.0,0,1
14024.0,0,0
